what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1344892478527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344892535015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344892582428
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1344892613804
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1344892617108
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1344892730003
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1344892734999
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344892819500
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344892832962
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344892861377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344892890590
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344892931355
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344892944370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1344893077889
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344893079894
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1344893087469
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344893094734
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1344893120061
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1344893127971
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344893200859
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344893216477
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344893242517
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344893248371
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893262666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893291860
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893330480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893334991
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893336533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893340227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1344893356797
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1344893358201
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893388001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893388554
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344893388651
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344893389402
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344893393420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344893413370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893417639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893420228
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1344893420242
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344893436895
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344893442315
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1344893442944
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1344893461480
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893462908
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893476553
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344893476572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344893493411
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344893497346
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344893497709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344893498851
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1344893500416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893502944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893507109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893511424
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893515651
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344893518228
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1344893523296
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344893531257
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344893534972
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344893538627
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344893540762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1344893548902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1344893558617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893579255
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893586124
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1344893586144
error,log,,,"Core exception while retrieving the content description",1344893589391
error,log,,,"Core exception while retrieving the content description",1344893589393
error,log,,,"Core exception while retrieving the content description",1344893589395
error,log,,,"Core exception while retrieving the content description",1344893589407
error,log,,,"Core exception while retrieving the content description",1344893589411
error,log,,,"Core exception while retrieving the content description",1344893589414
error,log,,,"Core exception while retrieving the content description",1344893589417
opened,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1344893589603
activated,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1344893589760
error,log,,,"Core exception while retrieving the content description",1344893589846
error,log,,,"Core exception while retrieving the content description",1344893589849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1344893591270
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1344893602896
closed,editor,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1344893602897
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1344893609223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893615010
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1344893627740
