what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345773388278
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345773388876
started,bundle,org.eclipse.jem.workbench,2.0.400.v201104251400,"org.eclipse.jem.workbench",1345773388917
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1345773392988
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1345773393288
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1345773393305
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1345773393968
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1345773393983
started,bundle,org.eclipse.jst.jsf.facelet.ui,1.0.1.v201104032306,"org.eclipse.jst.jsf.facelet.ui",1345773393984
started,bundle,org.eclipse.jst.jsf.facelet.core,1.0.100.v201104191527,"org.eclipse.jst.jsf.facelet.core",1345773394023
started,bundle,org.eclipse.jst.common.frameworks,1.1.501.v201201190400,"org.eclipse.jst.common.frameworks",1345773394110
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345773397147
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345773399009
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1345773567332
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345773702121
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345773705421
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345773705579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345773842485
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1345773846391
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1345773846480
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1345773847404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1345774013682
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1345774032064
opened,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345774041598
activated,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1345774041667
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345774123887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345774126803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345774172274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345774217363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345774217520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345774226715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345774227623
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345774228677
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345774229111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345774230933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345774233071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345774238961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345774241070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1345774241881
